SuperWEB2(tm)

"Household Head"
"Geography 2016 by Age of head of the HOUSE"
"Counting: household adjusted"

Filters:
"Default Summation","household adjusted"

"Age of head of the HOUSE","0","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","Unspecified","Not applicable","Total",
"Geography 2016",
"52502019 : Ward 19",0,1.7998,1.24969,0,2.26538,2.2134,0,1,4.67564,14.18118,17.99776,23.273,26.05663,25.65529,32.97741,50.93779,26.14381,38.09997,73.42154,52.15707,61.09427,60.88135,55.58768,82.72803,58.02312,56.33945,52.18502,56.49124,70.15046,48.97495,42.69317,55.30844,44.38458,48.73227,50.17266,37.94936,31.81445,46.58154,50.53924,59.80298,53.29573,48.56562,46.11822,57.32068,75.35525,65.98535,66.97276,68.36416,73.50173,56.86752,63.08373,33.44835,33.62574,25.46968,34.7155,18.24686,22.00145,22.71536,11.0447,21.03723,22.24273,13.83006,14.4198,20.43915,9.85077,5.59578,6.38125,7.80077,2.84337,6.63935,2.08714,2.93249,9.1823,8.52368,4.09306,0,7.52827,2.13269,1.24969,1.13269,0,0,2.93249,0,1.08071,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2516.19348,
"52502020 : Ward 20",0,12.78657,0,1.08071,0,1.08071,3.97606,10.07504,4.1302,18.81127,17.36336,13.76376,32.32016,30.9711,33.3962,17.25473,42.05338,45.70371,41.15018,44.51526,34.82369,45.41222,47.8832,53.32621,41.67317,43.36953,58.07833,61.37538,46.60738,47.10882,63.58305,44.27751,40.43321,57.88893,36.65174,24.61027,37.59587,47.71091,42.85928,38.61119,37.68921,42.53097,43.22559,49.11423,52.86224,35.68796,41.94758,37.74821,39.04808,55.22941,28.00096,40.13933,32.04611,38.78109,31.81821,28.91639,18.07539,20.00703,23.1229,25.29126,39.09208,16.49519,24.49426,14.4568,15.0097,16.72218,12.31301,15.75983,11.64921,10.42318,17.00258,11.68771,11.68771,5.51309,7.35003,6.90855,5.55949,5.97408,3.97606,5.58737,2.12428,3.88694,2.17626,2.12428,2.08714,0,0,1.08071,2.17626,0,1.04357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2279.95599,
"52502021 : Ward 21",0,9.77166,1.58837,2.16142,2.2134,3.61603,3.2555,6.76102,7.64909,7.24696,16.58737,18.66478,29.41678,36.56339,30.68069,42.80372,53.7084,71.05334,56.6712,37.85496,61.00715,50.31836,52.82891,50.12698,58.10551,50.88875,70.08183,64.49554,65.64255,69.98571,55.00554,56.60099,70.13671,65.98253,54.96217,36.33248,42.82865,57.30671,58.23723,63.58532,35.28501,59.8955,59.4281,40.06726,55.27967,53.02192,36.35373,33.24466,34.58914,26.35992,28.62414,36.51014,43.96055,33.16502,36.79196,26.43176,18.89938,22.10499,15.61407,17.5842,15.29829,24.33513,28.51944,16.13625,9.78132,10.48173,10.45492,10.27901,7.64909,5.45297,4.66908,9.973,14.40878,4.92458,5.56296,7.63921,3.65317,1.08071,2.97459,1.17479,0,0,2.16142,0,0,0,0,2.34958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2514.89884,
"52502022 : Ward 22",0,4.1302,2.26538,2.26538,0,0,1.7998,1.13269,5.89286,10.65762,17.89396,25.70829,28.51903,36.81386,41.15477,28.03861,34.34651,41.33437,28.42621,33.97878,30.49851,37.89494,38.44875,40.04235,38.4403,31.52113,63.07383,40.76144,28.58578,46.45109,45.37629,51.93111,63.89,66.51583,44.38606,35.40793,33.36215,52.37209,51.74619,33.36457,38.63018,29.77236,21.89452,41.99901,41.0961,29.44185,16.49097,14.63504,27.44519,21.8616,29.36199,21.47346,30.54486,25.27738,37.69718,21.41358,25.97417,28.49489,20.26091,12.05491,23.13216,12.8348,14.8945,18.45185,12.81114,17.07454,15.65352,7.59465,7.85275,12.73822,13.234,4.17428,8.61592,5.47037,6.01122,6.4768,2.08714,4.55864,3.33683,3.20499,1.08071,3.33683,2.2134,3.46309,5.41839,0,0,0,2.29326,0,0,0,0,0,0,0,1.13269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1975.3955,
"52502023 : Ward 23",0,15.2534,5.22575,1.13269,2.12428,1.08071,1.08071,0,9.38005,5.22575,12.19796,25.84472,28.04886,21.20992,39.20461,29.48282,26.08926,40.76016,40.43245,43.87008,40.79271,41.24066,38.1624,27.40074,44.30311,31.34848,33.78464,32.7068,42.42617,34.38493,34.28736,37.82392,41.05528,41.16527,42.76369,32.01408,27.42109,37.87123,30.98024,39.0177,23.38567,37.51369,45.80664,45.46302,42.37602,41.84498,30.34899,31.83026,25.18539,38.90962,30.37724,29.93344,47.90163,50.58249,39.01131,38.84324,36.78534,20.28879,31.70069,29.05885,34.93356,23.73748,28.92701,42.32999,32.93789,28.8467,19.50332,15.81324,11.99915,21.33236,17.28992,12.23782,13.10774,12.657,10.55502,13.36448,5.25499,3.30895,5.31487,3.21983,3.13071,1.13269,1.04357,2.49938,1.08071,1.08071,1.08071,0,0,0,0,0,0,0,0,0,0,0,1.08071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2165.54249,
"52502024 : Ward 24",0,8.17587,1.24969,1.08071,0,1.7998,3.46309,3.04949,2.93249,8.73623,39.68646,61.07191,87.36278,79.82562,76.05289,56.57957,49.46256,66.66076,31.52257,49.15428,44.08862,48.00168,48.87109,48.47691,48.67318,63.70309,45.12745,45.18229,42.25711,39.40735,61.30573,63.37692,50.13873,61.10409,45.66121,47.64303,63.25015,40.92576,38.75695,51.46652,39.36547,41.64018,37.69057,48.79382,43.65954,45.03134,39.46627,41.92528,44.68684,64.9087,47.0851,56.25725,43.85126,55.49015,58.321,46.14356,30.44828,29.87632,37.22087,39.20259,42.86111,22.96641,28.09702,30.38793,23.61078,19.00196,20.70797,18.52154,9.82289,21.57562,12.15329,18.01926,11.61343,12.38351,13.89975,8.3936,6.2266,0,5.38125,1.08071,5.00479,3.37397,0,3.97606,4.21142,1.04357,2.38238,0,0,1.13269,0,0,1.24969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2866.42822,
"52502025 : Ward 25",0,0,0,0,0,2.93249,1.7998,0,3.46309,2.7998,13.96396,16.82878,24.12812,37.35979,46.53396,73.08526,79.89187,84.98976,82.00022,85.22328,84.64021,75.62254,107.58642,88.99277,61.12976,63.68489,79.47233,84.4042,69.7053,52.79464,65.80338,64.90884,75.80851,51.21577,64.58146,70.55169,58.17391,65.38728,52.60453,59.53333,63.06298,46.09787,52.18403,65.95631,46.86468,58.44156,58.92562,50.9139,43.45136,50.28753,43.67824,34.87706,43.20755,42.96764,40.35912,25.76018,20.54642,38.81411,28.97814,19.21377,15.8243,27.46113,12.92494,17.667,8.30771,10.43666,12.37756,8.57184,5.06518,9.24736,8.36436,3.38238,2.38238,9.34111,2.2134,2.49938,3.5996,1,0,1.08071,0,0,1.7998,0,0,0,0,1.08071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2992.81752,
"52502026 : Ward 26",0,7.58025,1.08071,0,0,0,2.88051,2.04357,5.3994,8.06912,14.80733,27.6724,32.33537,39.0793,37.96877,54.48553,46.76216,42.66777,44.29474,76.42406,69.33785,50.87832,52.9396,69.74488,64.42381,76.76657,53.1481,86.68941,59.49906,62.53984,60.90179,76.24387,71.86353,44.343,53.54199,55.51194,53.21097,77.54462,45.47191,57.04876,54.40165,73.62502,61.31987,71.74264,83.99985,68.16681,70.71538,67.74432,72.60524,66.44782,73.30207,54.62905,56.74653,60.05496,45.97466,42.49159,37.66783,30.10709,23.85455,23.59638,22.07375,24.09407,17.2789,15.85556,21.81892,12.9374,8.36572,9.56258,5.50751,14.41867,13.24748,4.21142,6.38768,2.26538,8.05428,4.96765,5.01963,1.04357,3.29411,1.04357,2.2134,1.24969,1.13269,0,1,1.04357,1.08071,0,1,0,1.24969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3035.81172,
"52502027 : Ward 27",0,6.89371,3.25697,1.7998,1.13269,2.08714,2.26538,3.04949,11.3294,10.83127,15.45493,22.32965,26.4273,29.68427,29.7929,35.89188,39.30299,47.76628,51.94009,52.4395,41.86633,42.0586,35.61842,53.51184,46.02433,45.21054,39.18404,30.42371,40.81809,37.57816,61.35723,49.77062,48.41553,53.27742,41.08828,24.95749,38.50165,27.58217,55.09426,49.57243,35.79938,62.65085,58.2343,51.97424,60.48433,69.57508,61.3803,68.65649,80.27091,78.47247,57.75237,57.96084,43.951,43.23426,45.63111,35.17403,27.9025,38.85959,38.41524,35.28229,20.08032,33.60129,22.2975,15.39586,14.07009,8.72734,12.7963,11.88079,6.88904,4.09306,4.55864,8.8295,11.14227,6.74794,1.13269,3.16785,4.5438,0,2.08714,1.04357,1.08071,0,0,1.08071,2.08714,1.13269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2505.7146,
"52502028 : Ward 28",0,1.7998,1.7998,0,3.34609,0,1.7998,0,7.23167,11.17985,29.01121,34.15243,50.98986,35.80977,37.20659,57.21179,28.77721,25.03651,31.5927,34.94716,32.17069,30.87264,28.23305,21.37325,24.69193,21.20291,30.63872,35.02236,20.14119,28.41643,36.10667,21.1211,37.2747,30.75881,34.75114,21.65501,25.12783,21.91358,18.36549,43.47705,25.16453,21.61456,42.09048,35.59094,28.8384,24.03228,27.82496,34.60952,30.94031,49.31282,41.37789,42.7005,49.78912,54.31151,38.21004,50.86891,36.49477,37.97379,28.32213,36.83688,31.43987,33.02521,16.90556,17.72582,21.14251,18.45975,18.66128,11.82881,14.04221,11.24623,9.96399,3.58009,9.90275,8.18748,6.15232,3.37397,3.30895,2.38238,2.38238,0,3.46309,1.13269,1.08071,1.04357,1.13269,1.7998,0,0,0,0,1.04357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1947.51881,
"52502029 : Ward 29",0,1.7998,0,0,0,3.96122,1.7998,0,7.02555,14.63835,8.91447,10.92876,24.20042,18.74904,44.3059,37.82767,51.33784,41.18265,38.01186,45.25378,63.30144,52.17996,32.95887,70.17179,54.68967,51.99706,66.76302,52.40823,49.02229,51.91433,50.31191,41.6792,49.91722,59.68964,46.94293,40.48806,48.12029,48.43309,54.16633,74.78236,51.79185,52.06975,62.99521,67.30412,69.18808,79.46119,83.48519,61.54644,52.24072,66.93747,61.77673,48.25576,39.48706,35.40201,29.65723,29.62244,25.36877,17.13534,18.51408,12.64539,16.43763,20.08921,17.72167,13.83006,15.93113,8.97618,18.57675,5.55023,7.02555,3.30895,5.66723,11.06332,1.04357,2.84337,1.04357,3.25697,5.77586,3.30895,4.41754,1.08071,1.08071,0,2.38238,0,4.18218,0,1.13269,1.08071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551.56675,
"52502030 : Ward 30",0,10.73105,0,0,3.04949,2.88051,3.91958,4.73229,6.47561,10.0602,11.35737,10.07971,13.42406,18.87655,20.03447,16.20666,39.27287,27.54944,33.0034,41.72343,39.52028,32.8054,34.71676,45.83046,32.66772,30.49154,33.16104,50.69145,48.8259,41.51087,39.08411,28.12513,47.15408,39.70747,51.28598,40.34363,29.66224,31.18198,40.60215,43.04182,44.31157,39.59423,38.46732,57.94255,39.07763,42.7446,45.10601,28.91013,46.18543,37.96246,34.62423,31.16046,56.79328,50.25588,30.24338,41.82612,22.95284,23.06322,20.07288,17.87583,18.76541,20.52241,30.79992,23.24478,22.90449,17.84169,22.00571,15.76428,12.6529,16.40801,12.95224,12.36966,11.82835,6.66808,4.48604,7.59741,6.2266,2.16142,4.18218,2.38238,1.13269,1.08071,2.17626,3.46309,1.04357,1.7998,0,1.24969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2086.66652,
"52502031 : Ward 31",0,15.72769,3.29559,0,1.08071,3.41111,6.22486,5.25839,11.88797,11.66123,14.11638,16.18435,22.29233,16.43743,32.59211,30.36156,42.81716,41.91614,37.25336,68.25799,42.05828,51.8538,53.18391,54.7798,39.16659,59.65717,72.3807,65.84151,63.12891,57.32019,48.60861,64.06024,71.36272,66.97866,61.24024,64.569,64.38706,65.38128,65.56905,63.65534,78.1823,54.17128,64.23769,62.87996,54.05252,61.23057,48.9754,44.85912,36.2669,54.29594,64.79632,41.20423,35.2755,43.2033,32.76266,20.34651,31.8511,18.62416,16.98346,18.72208,28.98511,12.61294,19.04978,16.48356,11.30549,8.22326,8.44726,8.40434,9.87951,6.30198,7.53965,4.2593,5.30415,2.15564,7.48355,3.25697,2.09916,2.15692,3.12211,1.04357,1.24969,0,2.10366,1.07621,1.24969,0,0,0,0,1.04357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2633.71749,
"52502032 : Ward 32",0,16.21116,1.04357,1.13269,2.93249,1.13269,1.24969,8.05428,4.1302,9.18094,13.18118,28.76373,27.47554,25.00404,38.30817,35.37568,34.55714,38.1196,47.26943,68.44913,57.73019,54.88862,49.73679,67.50034,53.81404,63.06413,62.34684,45.602,41.85141,51.33039,61.04517,37.70684,46.23784,73.41619,52.40735,44.6716,60.34966,62.47162,64.88097,54.78605,66.10017,69.3376,57.28121,64.15773,68.76838,45.60602,44.33359,55.46334,58.46687,49.52074,45.07127,40.93505,57.8128,34.74092,49.69861,33.00431,35.94848,29.27008,32.42738,31.01,37.57915,13.0706,27.86301,31.12979,21.50134,19.164,28.40853,12.71824,23.06901,19.51816,12.11615,10.2398,13.87881,10.48074,7.76363,5.17377,3.37397,2.29326,2.29326,4.06518,1.08071,4.44164,1.7998,2.93249,2.38238,0,2.08714,1.04357,0,3.25697,2.17626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2803.2653,
"52502033 : Ward 33",0,11.851,1.08071,1.7998,3.23185,1.07621,2.7998,10.86271,18.27891,20.92938,24.25482,40.34101,22.3961,42.33175,26.30611,30.58022,30.60292,32.32698,46.57593,45.04169,42.21476,58.41802,34.16793,50.87131,54.50378,49.11061,59.01926,75.36849,66.74555,60.21135,55.6159,43.12543,57.37391,69.58539,53.77513,59.0269,55.4053,42.80203,63.14329,55.42328,51.47716,57.81625,55.80275,64.29872,73.40623,56.8287,43.39662,44.59041,43.99432,35.62219,55.2064,50.25241,37.91296,47.84505,41.13857,35.04766,30.11217,17.03478,18.07101,26.77463,37.17373,23.51363,34.37184,23.35776,25.43995,14.58174,7.22577,12.45943,8.55167,12.43218,4.31256,12.37203,13.93697,10.37892,5.22127,6.30198,2.3304,3.23313,3.12211,2.3304,1.07621,2.0459,2.09916,0,2.15242,0,1.24969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2678.47536,
"52502034 : Ward 34",0,3.04949,0,0,0,0,5.31487,8.82535,2.88051,7.6128,11.15575,28.77721,32.48789,48.76866,51.83251,48.88223,56.85129,72.50602,65.91953,78.82865,86.08853,94.66705,100.10121,92.8512,86.7268,82.62245,103.65506,77.59924,102.5637,107.188,110.13664,106.11654,113.59702,106.01333,89.93894,80.68139,87.33689,93.6164,93.48529,76.43641,83.45495,85.48638,68.52742,72.29856,57.48773,65.43995,64.12362,61.44851,62.65854,32.68511,43.79056,40.70154,38.20276,46.98169,45.00003,24.07742,34.79573,26.85261,20.44913,34.46834,27.86929,21.0759,19.80102,25.15218,24.32116,12.66354,28.24006,15.157,16.72872,10.04257,11.71427,6.79856,11.49838,9.73105,6.62958,0,7.17969,10.07504,3.04949,6.48011,1.13269,1.7998,3.5996,0,2.12428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3718.90941,
"Total",0,308.85961,58.77258,39.63873,47.34736,61.35541,98.09026,139.43422,227.96114,371.50406,565.22565,701.30209,956.37193,990.33354,1135.12868,1208.42461,1323.67888,1416.59495,1389.64621,1659.35532,1634.54184,1606.65714,1665.30052,1717.18977,1575.8694,1611.00145,1832.96694,1875.13565,1727.1981,1726.41619,1859.40312,1714.67319,1860.55375,1908.11315,1795.3731,1543.94004,1673.04116,1787.18889,1802.46541,1889.51602,1764.01936,1813.77001,1767.16909,1917.968,1892.43985,1746.43089,1633.32432,1730.34405,1643.57679,1683.95292,1653.25423,1423.17626,1470.88712,1422.13545,1326.84342,1151.66927,1022.66194,880.04769,888.35359,928.45547,887.15847,808.69428,848.78561,715.55698,641.53201,520.12817,572.90277,412.71526,402.83164,397.46518,367.49111,279.92567,365.37283,268.01688,237.56761,174.68417,157.77517,100.65862,102.25803,49.97986,74.86254,53.08458,60.91347,46.44921,67.11756,13.42975,19.44406,18.09708,13.21381,9.59891,13.1831,0,5.09539,5.58287,0,0,2.26538,0,1.08071,0,0,1.13269,1.24969,0,0,0,0,0,0,0,0,0,0,41,86024.3509,


(c) Copyright Statistics South Africa
